title,category,price,rating,num_reviews,num_subscribers
NimblrTA Breakout Strategy for Beginners,Finance & Accounting,5760.0,4.66,98,253
Top 10 Worst Tableau Designer Mistakes and How to Avoid Them,Business,1280.0,4.42,39,11587
Sublime Text 3 Editor for Developers to work like a Pro,Development,1280.0,2.79,23,2587
サンペー先生の『Photoshop切り抜き講座　簡単！誰でもできる美しい画像合成テクニック』,Lifestyle,3200.0,4.2,174,1416
Kali Linux Basics Course For Cyber Security,IT & Software,8640.0,3.04,146,18080
The Complete Guide to Making Money With Attorney Marketing,Finance & Accounting,1600.0,2.46,4,10
Public Speaking Training & Facilitator Certification,Business,8640.0,4.19,863,4850
Learn C++ Programming The Easy Way,Development,1280.0,4.36,23,644
3ds Max e Photoshop CC - Maquete Eletrônica 3D (Externa),Lifestyle,1280.0,4.66,11,77
Situational Trading: Proven Option Strategy for any Scenario,IT & Software,8640.0,3.84,17,1117
How to Close Every Sale,Finance & Accounting,3200.0,4.92,5,19
Get out of Debt - The Power of Using Compounding Interest,Business,3200.0,4.57,7,1229
Build Windows Forms App with Visual Studio - Land a job! - 2,Development,1280.0,4.1,23,256
Adobe Animate CC - Avanzado: Crear Interactividad HTML5.,Lifestyle,8320.0,4.37,57,207
Learn to Sell Anything by Grant Cardone,IT & Software,3200.0,4.4,3543,15174
"Food Truck Business Plan - Template, Sample, Example & Excel",Finance & Accounting,4160.0,4.64,47,434
IT Risk Management,Business,3200.0,3.98,105,815
Complete Monitoring & Evaluation Software Development Guide,Development,3200.0,3.84,13,103
4 Powerful NLP Techniques To Remove Fear And Phobias,Lifestyle,5760.0,3.75,17,1834
Medical Device Process Validation Explained In Simple Terms,IT & Software,8640.0,4.65,10,46
Fixed Income Securities - The Ultimate Guide,Finance & Accounting,6400.0,3.61,28,4071
Lean Six Sigma White Belt,Business,1600.0,4.36,716,3635
Unity3D Stickers 2D Game Step By Step,Development,3520.0,3.45,56,439
Toilet Training,Lifestyle,1280.0,3.78,13,340
Manage Windows Server Infrastructure With Active Directory,IT & Software,6400.0,3.39,103,1455
Online Meeting Survival Guide,Finance & Accounting,1280.0,4.26,19,4185
Etsy Marketing and SEO Mastery for 2019,Business,1280.0,3.27,10,726
Robotic Process Automation: RPA for Managers and Leaders,Development,8640.0,3.86,56,2835
Far Beyond Modern Psychology - Part 1,Lifestyle,8640.0,3.95,3,33
Learn Verilog HDL - beginner level,IT & Software,1280.0,2.24,5,15
Technical Trading Strategies with RSI Indicator,Finance & Accounting,2880.0,3.29,6,21
Avoid Going Broke: Professional Appraisal Valuation Software,Business,8640.0,4.09,22,426
"Learn Scratch Programming: Fast, Easy, and Fun!",Development,1280.0,4.38,31,412
The 6 steps to unlock your confidence,Lifestyle,8640.0,3.63,68,7035
Complete Microsoft Orleans .NET: From Zero to Hero,IT & Software,6400.0,4.1,59,1218
Public Speaking Training & Facilitator Certification,Finance & Accounting,8640.0,4.19,863,4850
Strategy Unplugged,Business,1280.0,4.08,108,862
Advanced Transact-SQL (T-SQL) : Stored Procedures |Functions,Development,7360.0,3.88,53,602
Microsoft PowerPoint 2010 Tutorial,Lifestyle,3200.0,4.41,106,4360
Build a Cool Space Station Tracking App using Spring Boot,IT & Software,1280.0,4.22,6,32
Trading: Indices NQ,Finance & Accounting,2240.0,0.0,0,0
LEADERSHIP LESSONS - From the people you lead!,Business,7680.0,4.52,16,164
Data Visualization with Python and Matplotlib,Development,6400.0,4.37,436,4340
Der ultimative YouTube-Ads Kurs: Kickstart als Einsteiger!,Lifestyle,8640.0,4.51,9,94
SAP S/4 HANA Online Practice Test,IT & Software,1920.0,4.14,3,8
Pivot Point Trading Ninja: DIY Pivot Point Certification,Finance & Accounting,1280.0,2.55,42,7902
How To Train Your Team - Team Leadership Management Skills,Business,8640.0,4.08,133,1140
Programming a news site from scratch using Node.js,Development,8640.0,1.65,20,4881
【10倍簡単に集客できるWEBページが作れる！】プログラミング、デザインセンス不要で本格的なホームページが作れるコース,Lifestyle,8640.0,5.0,2,78
The Complete C++ Developer Course,IT & Software,8640.0,4.63,119,1361
Dropship Lab: Secret Drop Shipping Success Formulas!,Finance & Accounting,7680.0,4.24,117,740
The Ultimate Course To Become A Professional Blogger,Business,3200.0,4.73,8,100
Ultimate Web Development with HTML and CSS,Development,2560.0,4.23,80,5064
The Complete Stress & Anxiety Breakthrough Programme,Lifestyle,8640.0,4.18,465,5166
Intermediate AutoHotkey / Windows Desktop Automation (RPA),IT & Software,2560.0,4.39,47,196
Real Estate Investing: Learn How To Fix Up Your Fixer Upper!,Finance & Accounting,8640.0,4.2,34,1938
"Distillation columns : Principles , Operation & Design",Business,8640.0,4.34,5,52
Create Websites Faster And Easier With Joomla 3.2 NO Coding,Development,2560.0,4.44,13,403
Duck Hunting for Beginners,Lifestyle,1280.0,3.64,19,314
GDPR Compliance 10 Step Programme,IT & Software,8640.0,4.28,5,28
Executive Travel Booking for Assistants,Finance & Accounting,1920.0,4.46,44,191
Financial Management and Enterprise Resource Planning(ERP),Business,1280.0,3.27,11,32
Video Game Programming for Kids and Beginners,Development,8640.0,3.71,17,64
Master Cake Baking: The Complete Introduction,Lifestyle,0.0,4.51,1526,29193
System Center Configuration Manager Current Branch - SCCM,IT & Software,1280.0,4.37,421,2128
STOCKDETECTOR - Impara ad investire in Azioni,Finance & Accounting,6400.0,3.7,51,920
Website Design,Business,8640.0,4.13,24,1118
Learn Go Programming From Scratch && Crack Golang Interviews,Development,1280.0,3.8,10,1632
QuickBooks Online Plus Made Easy Training Tutorial 2015,Lifestyle,1280.0,4.03,69,477
PL/SQL Interview Questions and Answer with Video Examples,IT & Software,1280.0,3.76,12,77
Master Earned Value Management(EVM) for PMP and CAPM Exam,Finance & Accounting,3840.0,3.82,22,1100
How I Booked 8 Acting Roles On Major TV Shows in a Year,Business,2560.0,4.75,336,1980
Isomorphic JavaScript with MEVN Stack,Development,8000.0,3.76,34,113
Masterclass de Dibujo,Lifestyle,1280.0,4.39,53,2553
Informed Risk Taking : Risk Management Process - Analysis,IT & Software,1280.0,4.05,158,1013
Welcome to Finance (University-Level Course),Finance & Accounting,3200.0,4.8,8,15
Exploration & Development In the Oil & Gas Industry,Business,3200.0,3.95,32,123
DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,Development,8640.0,4.17,34,259
"Excel, PowerPoint, Word, Outlook & OneNote in 60 Minutes",Lifestyle,6400.0,4.4,287,17826
"Master Personal Finance: Build Wealth, Save & Invest Money",IT & Software,8640.0,3.01,49,3285
Millennia Business Academy - Time Engineering,Finance & Accounting,8640.0,4.83,3,12
Scarcity Profits,Business,1280.0,4.42,15,1486
Machine Learning Prerequisites for 2021,Development,1280.0,4.25,14,3092
Arte para Videojuegos: Unity Photoshop AI de Cero a AVANZADO,Lifestyle,7040.0,4.51,22,154
Sales - Start Selling on Purpose,IT & Software,8640.0,3.94,24,9492
Trading: Conviértete en un Inversor Experto desde Cero,Finance & Accounting,8640.0,3.83,48,196
Supply Chain Analytics,Business,8640.0,3.73,108,19201
Step-by-Step Guide to Creating & Marketing Apps - No Coding,Development,1280.0,4.67,54,10496
Self-Defense For Women,Lifestyle,2880.0,4.5,1,2
Airbnb - get more bookings of 30+ days [full guide],IT & Software,6400.0,4.36,21,119
Learn How To Design and Manage a Website,Finance & Accounting,1280.0,4.49,6,33
Create a Customer Profile That Will Grow Your Business,Business,1280.0,4.19,11,414
Learning Path: VMware vSphere Unlocked,Development,8640.0,4.18,72,689
Develop Your Spiritual Creativity God's Way,Lifestyle,8640.0,4.73,35,201
Debian Linux Server Setup and Administration Essentials,IT & Software,8640.0,4.22,148,1864
Complete Short Black Scholes Options Trading Pricing Course,Finance & Accounting,1280.0,3.88,17,2556
Shopify Dropshipping Masterclass,Business,2240.0,4.43,63,1344
Machine Learning 2020: Complete Maths for Machine Learning,Development,3200.0,4.23,56,301
Emotional Intelligence For Millennials,Lifestyle,4800.0,5.0,9,31
How to Make and Implement Effective Business Decisions,IT & Software,1280.0,4.4,8,34
Kindle eBook Publishing - Achieve Success With No Marketing!,Finance & Accounting,3200.0,4.31,49,1472
Selling on Amazon FBA Masterclass: Private Label Handbook,Business,8640.0,4.79,74,5432
Apache Maven-Quick Start,Development,1280.0,3.85,38,1761
Grape and Fig Cake Masterclass,Lifestyle,2560.0,5.0,2,8
Complete guide for IoT Testing,IT & Software,5120.0,4.25,117,294
Building Your Team: How to put together the perfect team,Finance & Accounting,6400.0,4.16,1761,14169
Control the Project Schedule (PMI - PMP),Business,1600.0,3.97,29,5572
Beginner Object Oriented Programming In C# and .NET Core,Development,8640.0,4.53,476,27238
Facebook Ads & Facebook Marketing MASTERY 2020 | Coursenvy ®,Lifestyle,8640.0,4.44,24752,159474
Selling Property - Tips & Tactics when Moving Home,IT & Software,6400.0,3.51,3,11
Leading Effective Meetings: Beginner's Guide,Finance & Accounting,6080.0,4.43,491,2076
The Comprehensive Guide To Pro Trading For Beginners,Business,8640.0,4.37,37,221
The Total Kotlin Course : Learn Kotlin Today,Development,6400.0,4.5,305,20079
Video Making Formula,Lifestyle,1280.0,0.0,0,0
PRINCE2: Introduction to project management with PRINCE2,IT & Software,8640.0,4.55,54,301
Find Your Passion and Start a Business from scratch,Finance & Accounting,8640.0,3.38,10,1767
How to Become a Translator without a Degree,Business,3840.0,4.6,151,489
NativeScript: A Crash Course to Build Beautiful Native Apps,Development,8320.0,2.71,23,2403
Kindle Blueprint + FREE SOFTWARE,Lifestyle,3200.0,3.09,10,2979
Power Automate Flow Foundations A-Z,IT & Software,8640.0,4.43,64,313
Bitcoin dalla teoria alla pratica - sezione Mining,Finance & Accounting,1600.0,0.0,0,1
How to Become a Workplace Coach: Building a Coaching Culture,Business,1600.0,4.1,27,191
WordPress Samurai: SEO Rocket Edition,Development,8640.0,4.09,13,64
Curso de Mocap para blender con Kinect,Lifestyle,1280.0,3.41,10,61
8 INSANELY Profitable Amazon PPC Campaigns (Step-by-Step),IT & Software,3200.0,4.69,184,841
Trader avec des indicateurs techniques,Finance & Accounting,5120.0,4.27,4,21
Project Management Essential Training,Business,1280.0,3.81,149,10019
Implementation of Large-scale Math Optimization Models,Development,1280.0,4.94,38,1131
Blow Up Your Small Business,Lifestyle,2240.0,4.55,12,74
"Investor Metrics: Growth KPIs, ROI & Management for success",IT & Software,3200.0,4.35,4,22
Self-Esteem Life Coach Certification2 Life Coaching,Finance & Accounting,8640.0,4.09,193,2762
IIBA ECBA Proficiency-based Mock test 2020,Business,1280.0,4.28,45,193
Mastery in Python - For Beginners from Zero to Hero !,Development,8640.0,3.75,572,46431
"تعلم تصنيع منظف التواليت الجل ""هاربيك"" وكيفية حساب التكلفة",Lifestyle,1280.0,3.71,4,24
PMP Practical Exams​ 2020 Based on PMBOK Guide 6th Edition,IT & Software,1600.0,3.55,356,12161
Freelance Medical Writing as a Career Choice,Finance & Accounting,1280.0,4.2,245,658
Ace the MBA Application!,Business,3200.0,4.39,25,161
Become a Hadoop 2.x Administrator: Hadoop 2.x Administration,Development,6400.0,3.05,22,233
Illustrate a Vintage T-shirt Design in Clip Studio Paint,Lifestyle,1280.0,0.0,0,1
Wyckoff Trading: Making Profits With Demand And Supply,IT & Software,8640.0,3.38,80,436
Cold Calling for B2B Sales: How to Prospect over the Phone,Finance & Accounting,8640.0,4.48,1062,3883
How to Start a Business – Sustainably in 2020,Business,8640.0,4.37,23,1509
Learn Top Ten PHP FrameWorks By Building Projects,Development,3840.0,4.25,178,1623
Career Coaching Certification3 Personal Branding,Lifestyle,8640.0,4.46,16,644
AutoCAD VBA Programming -  Beginner course,IT & Software,2560.0,4.03,129,590
BUSINESS:How to Start a Business Fast and Make it Successful,Finance & Accounting,4160.0,3.88,69,124
Outsourcing: How To Grow Your Business By Assigning Tasks,Business,1280.0,3.53,24,2526
SQL Server Administration Part1,Development,1280.0,4.42,2716,11917
A Complete Guide for Influencer Marketing Techniques 2020,Lifestyle,1920.0,4.41,18,3655
Mining Cryptocurrencies and Bitcoin for Best Profit,IT & Software,1280.0,3.59,22,142
"Project Management, Leadership: Management, Entrepreneurship",Finance & Accounting,8640.0,3.6,205,7851
Time management for busy entrepreneurs - optimize to win,Business,8000.0,4.8,12,299
C in Depth: The Complete C Programming Guide for Beginners,Development,8640.0,3.79,290,6563
How to Ace that Job Interview,Lifestyle,1280.0,0.0,0,0
Create your own AI powered Chatbot with IBM Watson Assistant,IT & Software,1280.0,3.77,179,19402
Practical Financial Modeling Bootcamp - modeling Google,Finance & Accounting,1280.0,4.65,31,137
Establish Your Identity Online,Business,1280.0,4.66,4,1008
Learning Path: Magento: Master and Test Magento 2 with Ease,Development,8640.0,4.25,477,2941
"Curso De MAGIA!, Aprende Magia Profesional!",Lifestyle,1280.0,4.5,1,7
Domain Driven Design: Fundamentals,IT & Software,1280.0,2.99,130,488
How to Start a Home Business,Finance & Accounting,3200.0,4.09,5,785
Run a Social Media Marketing Online Business in SocialPilot,Business,8640.0,4.65,537,4058
Advanced Woocommerce - Step by Step,Development,3200.0,4.17,20,165
Kindle Evergreen Book Publishing System,Lifestyle,8640.0,3.99,104,3751
Amazon FBA: Start a Successful Amazon Business in 2020,IT & Software,3200.0,4.14,66,1107
"Blender 3D Animation ""für Anfänger""",Finance & Accounting,8640.0,3.26,4,59
Public Relations: Speak Effectively at Press Conferences,Business,8640.0,4.78,94,12546
Single Page Application of MVC 5 Using AngularJS,Development,1280.0,3.6,99,1423
Clear Your Clutter and Make Space for Your Dreams,Lifestyle,3840.0,5.0,3,13
Create a kickass financial independence spreadsheet,IT & Software,0.0,4.3,60,1752
Finanzas personales e inversiones sin riesgo,Finance & Accounting,3840.0,4.0,1,4
Investing Presentations-Deliver an IPO Roadshow Presentation,Business,8640.0,4.08,12,739
Node.js Tutorial For Absolute Beginners,Development,3200.0,4.51,249,6426
Videocurso de Marketing Digital para Hacer Crecer Tu Negocio,Lifestyle,2880.0,4.06,147,1729
All your home loan calculations in Excel,IT & Software,1280.0,4.81,15,406
Writing Grants Applications For Nonprofit Organizations,Finance & Accounting,1920.0,0.0,0,13
Essential Excel Features & Functions for Marketing Analytics,Business,8640.0,4.06,18,108
Model-View-Controller design pattern with Unity.,Development,3200.0,3.9,219,1202
Electrical Control & Protection Part 3,Lifestyle,1280.0,4.82,196,1289
Mastering QuickBooks 2016 for Lawyers Training Tutorial,IT & Software,1280.0,3.16,5,53
Teknik Analiz ve Trading Stratejileri Eğitimi,Finance & Accounting,9600.0,4.57,87,227
Key success factors to drive operational excellence,Business,8000.0,4.37,28,136
Angular 4 Java Developers,Development,8640.0,4.16,971,5528
OBS Studio Master Course,Lifestyle,3200.0,4.44,2,10
sap abap Programming Training,IT & Software,5440.0,5.0,6,471
Crypto Cash,Finance & Accounting,3200.0,0.0,0,1
"Stock Trading With Technical Analysis, Trading Strategies",Business,8640.0,4.1,473,3550
Introduction to the Discrete Fourier Transform with Python,Development,2560.0,4.52,85,6417
Corso Content Marketing,Lifestyle,8640.0,4.67,4,32
Quora For Business,IT & Software,3200.0,4.35,25,1500
Get the EFT Edge for Negotiating,Finance & Accounting,6080.0,4.17,52,10189
Business Analysis Essentials,Business,6080.0,4.31,359,1385
Rapid Gulp,Development,3200.0,4.45,29,180
YouTube SEO: Posiciona Videos en la 1 Página de YouTube,Lifestyle,5760.0,3.92,33,100
Salesforce Development Lifecycle & Deployment Designer Exam,IT & Software,1280.0,3.14,4,20
Learn about business ethics,Finance & Accounting,1600.0,3.6,221,1309
How to Use Information Tables in Tech & Business Writing,Business,3200.0,4.45,6,1290
Ionic Apps for WooCommerce: Build an eCommerce Mobile App,Development,6400.0,4.23,173,1363
Meaningful and Mindful Life,Lifestyle,5440.0,5.0,1,11
Practice Tests to get 2019 Comptia A+ Certification 220-1001,IT & Software,1280.0,3.97,79,296
Alibaba ✈ Import Guide To Making Huge Margins!,Finance & Accounting,2240.0,4.1,45,1682
How I Make A Living Without A Job (Not Even Part Time),Business,8640.0,3.1,127,16600
"API Testing, Automation with POSTMAN and RestAssured & Java",Development,1280.0,4.2,343,1681
Help me I'm a parent! GPS Great Parenting Start,Lifestyle,5120.0,0.0,0,6
Cisco CCNP Switch (300-115) Practice Test : Updated 2020,IT & Software,1920.0,3.67,6,27
Man Up: The Ultimate Assertiveness Coaching Programme,Finance & Accounting,7360.0,4.53,395,6614
The Content Creation Mini Guide,Business,1280.0,4.26,9,1092
Python Object Oriented Programming Visually and in under 1hr,Development,1600.0,3.47,160,12556
